sample_ID	provider_ID	genus	species	clade	location	sublocation	sex	gsdf_copies	chr19_ins_GT	chr19_ins_AC	chr7_ins_GT	chr7_ins_AC	avg_seq_depth	cram
cichlid6994127	D05J01	Maylandia	sp. 'pearly'	Mbuna	Chilumba	Luwino reef	F	2	0/0	28,0	0/0	19,0	15.5	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994127/fAstCal1.2/cichlid6994127.mem.crumble.cram
cichlid6994128	D05J02	Maylandia	sp. 'pearly'	Mbuna	Chilumba	Luwino reef	F	2	0/0	23,0	0/0	18,0	17.01	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994128/fAstCal1.2/cichlid6994128.mem.crumble.cram
cichlid6994129	D05J03	Maylandia	sp. 'pearly'	Mbuna	Chilumba	Luwino reef	F	2	0/0	21,0	0/0	28,0	17.32	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994129/fAstCal1.2/cichlid6994129.mem.crumble.cram
cichlid6994130	D05J04	Maylandia	sp. 'pearly'	Mbuna	Chilumba	Luwino reef	F	2	0/0	20,0	0/0	19,0	17.32	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994130/fAstCal1.2/cichlid6994130.mem.crumble.cram
cichlid6994131	D05J05	Maylandia	sp. 'pearly'	Mbuna	Chilumba	Luwino reef	F	2	0/0	30,0	0/0	30,0	17.64	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994131/fAstCal1.2/cichlid6994131.mem.crumble.cram
cichlid6994132	D05J06	Maylandia	sp. 'pearly'	Mbuna	Chilumba	Luwino reef	F	2	0/0	23,0	0/0	13,0	16.69	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994132/fAstCal1.2/cichlid6994132.mem.crumble.cram
cichlid6994121	D05I05	Maylandia	sp. 'pearly'	Mbuna	Chilumba	Luwino reef	M	2	0/0	21,0	0/0	17,0	17.67	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994121/fAstCal1.2/cichlid6994121.mem.crumble.cram
cichlid6994122	D05I06	Maylandia	sp. 'pearly'	Mbuna	Chilumba	Luwino reef	M	2	0/0	30,0	0/0	23,0	19.18	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994122/fAstCal1.2/cichlid6994122.mem.crumble.cram
cichlid6994123	D05I07	Maylandia	sp. 'pearly'	Mbuna	Chilumba	Luwino reef	M	2	0/0	19,0	0/0	9,0	16.76	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994123/fAstCal1.2/cichlid6994123.mem.crumble.cram
cichlid6994124	D05I08	Maylandia	sp. 'pearly'	Mbuna	Chilumba	Luwino reef	M	2	0/0	32,0	0/0	10,0	13.29	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994124/fAstCal1.2/cichlid6994124.mem.crumble.cram
cichlid6994125	D05I09	Maylandia	sp. 'pearly'	Mbuna	Chilumba	Luwino reef	M	2	0/0	23,0	0/0	16,0	14.19	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994125/fAstCal1.2/cichlid6994125.mem.crumble.cram
cichlid6994126	D05I10	Maylandia	sp. 'pearly'	Mbuna	Chilumba	Luwino reef	M	2	0/0	17,0	0/0	20,0	15.03	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994126/fAstCal1.2/cichlid6994126.mem.crumble.cram
cichlid6994006	D04B10	Maylandia	sp. 'pearly'	Mbuna	Chilumba	Mphanga rocks	F	2	0/0	33,0	0/0	7,0	17.25	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994006/fAstCal1.2/cichlid6994006.mem.crumble.cram
cichlid6994007	D04C01	Maylandia	sp. 'pearly'	Mbuna	Chilumba	Mphanga rocks	F	2	0/0	33,0	0/0	16,0	16.01	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994007/fAstCal1.2/cichlid6994007.mem.crumble.cram
cichlid6994008	D04C02	Maylandia	sp. 'pearly'	Mbuna	Chilumba	Mphanga rocks	F	2	0/0	15,0	0/0	14,0	15.03	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994008/fAstCal1.2/cichlid6994008.mem.crumble.cram
cichlid6978871	D04B08	Maylandia	sp. 'pearly'	Mbuna	Chilumba	Mphanga rocks	M	2	0/0	23,0	0/0	21,0	16.37	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6978871/fAstCal1.2/cichlid6978871.mem.crumble.cram
cichlid6994005	D04B09	Maylandia	sp. 'pearly'	Mbuna	Chilumba	Mphanga rocks	M	2	0/0	31,0	0/0	19,0	17.21	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6994005/fAstCal1.2/cichlid6994005.mem.crumble.cram
CICHM16429636	D01C03	Maylandia	sp. 'zebra gold'	Mbuna	Nkhata Bay	Kampango point	M	2	0/0	45,0	0/0	28,0	34.67	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429636/fAstCal1.2/CICHM16429636.mem.crumble.cram
cichlid6978775	D01F09	Maylandia	sp. 'zebra gold'	Mbuna	Nkhata Bay	Kampango point	M	2	0/0	33,0	0/0	10,0	17.39	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6978775/fAstCal1.2/cichlid6978775.mem.crumble.cram
cichlid6979066	D25E08	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	F	2	0/0	24,0	0/0	23,0	17.61	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979066/fAstCal1.2/cichlid6979066.mem.crumble.cram
cichlid6979067	D25E09	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	F	2	0/0	24,0	0/0	24,0	21.72	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979067/fAstCal1.2/cichlid6979067.mem.crumble.cram
cichlid6979068	D25E10	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	F	2	0/0	30,0	0/0	25,0	18.84	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979068/fAstCal1.2/cichlid6979068.mem.crumble.cram
cichlid6979069	D25F01	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	F	2	0/0	33,0	0/0	25,0	20.89	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979069/fAstCal1.2/cichlid6979069.mem.crumble.cram
cichlid6979071	D25F03	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	F	2	0/0	33,0	0/0	35,0	20.02	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979071/fAstCal1.2/cichlid6979071.mem.crumble.cram
cichlid6979072	D25F04	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	F	2	0/0	20,0	0/0	19,0	18.76	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979072/fAstCal1.2/cichlid6979072.mem.crumble.cram
cichlid6979074	D25F06	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	F	3	0/0	27,0	0/0	24,0	18.37	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979074/fAstCal1.2/cichlid6979074.mem.crumble.cram
cichlid6979063	D25E05	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	2	0/0	37,0	0/0	12,0	17.92	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979063/fAstCal1.2/cichlid6979063.mem.crumble.cram
cichlid6979065	D25E07	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	2	0/0	23,0	0/0	14,0	16.63	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979065/fAstCal1.2/cichlid6979065.mem.crumble.cram
cichlid6979073	D25F05	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	2	0/0	22,0	0/0	21,0	17.5	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979073/fAstCal1.2/cichlid6979073.mem.crumble.cram
cichlid6979077	D25F09	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	2	0/0	24,0	0/0	22,0	18.32	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979077/fAstCal1.2/cichlid6979077.mem.crumble.cram
cichlid6979158	D25G07	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	2	0/0	22,0	0/0	17,0	16.88	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979158/fAstCal1.2/cichlid6979158.mem.crumble.cram
cichlid6979159	D25G08	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	2	0/0	19,0	0/0	14,0	13.86	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979159/fAstCal1.2/cichlid6979159.mem.crumble.cram
cichlid6979161	D25G10	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	2	0/0	15,0	0/0	14,0	13.94	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979161/fAstCal1.2/cichlid6979161.mem.crumble.cram
cichlid6979164	D25H03	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	2	0/0	22,0	0/0	9,0	16.69	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979164/fAstCal1.2/cichlid6979164.mem.crumble.cram
cichlid6979062	D25E04	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	3	0/0	30,0	0/0	21,0	17.4	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979062/fAstCal1.2/cichlid6979062.mem.crumble.cram
cichlid6979064	D25E06	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	3	0/0	38,0	0/0	30,0	17.57	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979064/fAstCal1.2/cichlid6979064.mem.crumble.cram
cichlid6979075	D25F07	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	3	0/0	22,0	0/0	29,0	19.07	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979075/fAstCal1.2/cichlid6979075.mem.crumble.cram
cichlid6979076	D25F08	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	3	0/0	27,0	0/0	22,0	19.16	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979076/fAstCal1.2/cichlid6979076.mem.crumble.cram
cichlid6979151	D25F10	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	3	0/0	38,0	0/0	25,0	17.21	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979151/fAstCal1.2/cichlid6979151.mem.crumble.cram
cichlid6979152	D25G01	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	3	0/0	21,0	0/0	25,0	16.01	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979152/fAstCal1.2/cichlid6979152.mem.crumble.cram
cichlid6979153	D25G02	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	3	0/0	21,0	0/0	25,0	16.58	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979153/fAstCal1.2/cichlid6979153.mem.crumble.cram
cichlid6979154	D25G03	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	3	0/0	30,0	0/0	19,0	15.72	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979154/fAstCal1.2/cichlid6979154.mem.crumble.cram
cichlid6979155	D25G04	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	3	0/0	26,0	0/0	27,0	16.47	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979155/fAstCal1.2/cichlid6979155.mem.crumble.cram
cichlid6979156	D25G05	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	3	0/0	28,0	0/0	16,0	15.51	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979156/fAstCal1.2/cichlid6979156.mem.crumble.cram
cichlid6979157	D25G06	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	3	0/0	20,0	0/0	23,0	16.84	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979157/fAstCal1.2/cichlid6979157.mem.crumble.cram
cichlid6979160	D25G09	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	3	0/0	28,0	0/0	21,0	16.86	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979160/fAstCal1.2/cichlid6979160.mem.crumble.cram
cichlid6979162	D25H01	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	3	0/0	12,0	0/0	20,0	16.39	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979162/fAstCal1.2/cichlid6979162.mem.crumble.cram
cichlid6979163	D25H02	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M	3	0/0	28,0	0/0	27,0	17.21	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979163/fAstCal1.2/cichlid6979163.mem.crumble.cram
cichlid6979070	D25F02	Maylandia	zebra	Mbuna	Cape Maclear	Otter point	M?	3	0/0	36,0	0/0	17,0	17.32	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979070/fAstCal1.2/cichlid6979070.mem.crumble.cram
cichlid6979199	D27C02	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	M	2	0/0	21,0	0/0	16,0	13.91	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979199/fAstCal1.2/cichlid6979199.mem.crumble.cram
cichlid6979200	D27C03	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	M	2	0/0	17,0	0/0	6,0	15.14	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979200/fAstCal1.2/cichlid6979200.mem.crumble.cram
cichlid6979198	D27C01	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	M	3	0/0	26,0	0/0	18,0	18.44	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979198/fAstCal1.2/cichlid6979198.mem.crumble.cram
cichlid6979201	D27C04	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	M	3	0/0	22,0	0/0	15,0	14.77	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979201/fAstCal1.2/cichlid6979201.mem.crumble.cram
cichlid6979202	D27C05	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	M	3	0/0	21,0	0/0	18,0	14.89	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979202/fAstCal1.2/cichlid6979202.mem.crumble.cram
cichlid6979174	D26D10	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	2	0/0	21,0	0/0	23,0	15.85	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979174/fAstCal1.2/cichlid6979174.mem.crumble.cram
cichlid6979175	D26E01	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	2	0/0	25,0	0/0	10,0	15.18	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979175/fAstCal1.2/cichlid6979175.mem.crumble.cram
cichlid6979203	D27G03	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	2	0/0	32,0	0/0	28,0	16.55	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979203/fAstCal1.2/cichlid6979203.mem.crumble.cram
cichlid6979204	D27G04	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	2	0/0	22,0	0/0	21,0	15.63	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979204/fAstCal1.2/cichlid6979204.mem.crumble.cram
cichlid6979205	D27G05	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	2	0/0	24,0	0/0	13,0	15.36	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979205/fAstCal1.2/cichlid6979205.mem.crumble.cram
cichlid6979212	D27H02	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	2	0/0	13,0	0/0	21,0	15.3	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979212/fAstCal1.2/cichlid6979212.mem.crumble.cram
cichlid6979214	D27H04	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	2	0/0	16,0	0/0	17,0	16.75	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979214/fAstCal1.2/cichlid6979214.mem.crumble.cram
cichlid6979215	D27H05	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	2	0/0	15,0	0/0	14,0	14.09	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979215/fAstCal1.2/cichlid6979215.mem.crumble.cram
cichlid6979219	D27H09	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	2	0/0	26,0	0/0	21,0	16.05	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979219/fAstCal1.2/cichlid6979219.mem.crumble.cram
cichlid6979220	D27H10	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	2	0/0	23,0	0/0	20,0	16.06	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979220/fAstCal1.2/cichlid6979220.mem.crumble.cram
cichlid6979222	D27I02	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	2	0/0	22,0	0/0	19,0	17.83	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979222/fAstCal1.2/cichlid6979222.mem.crumble.cram
cichlid6979223	D27I03	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	2	0/0	19,0	0/0	16,0	14.49	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979223/fAstCal1.2/cichlid6979223.mem.crumble.cram
cichlid6979224	D27I04	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	2	0/0	20,0	0/0	11,0	13.71	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979224/fAstCal1.2/cichlid6979224.mem.crumble.cram
cichlid6979225	D27I05	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	2	0/0	18,0	0/0	16,0	14.54	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979225/fAstCal1.2/cichlid6979225.mem.crumble.cram
cichlid6978982	D23E03	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	3	0/0	24,0	0/0	28,0	16.31	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6978982/fAstCal1.2/cichlid6978982.mem.crumble.cram
cichlid6979169	D26D05	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	3	0/0	29,0	0/0	20,0	17.38	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979169/fAstCal1.2/cichlid6979169.mem.crumble.cram
cichlid6979170	D26D06	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	3	0/0	21,0	0/0	16,0	15.84	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979170/fAstCal1.2/cichlid6979170.mem.crumble.cram
cichlid6979171	D26D07	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	3	0/0	22,0	0/0	21,0	14.92	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979171/fAstCal1.2/cichlid6979171.mem.crumble.cram
cichlid6979173	D26D09	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	3	0/0	21,0	0/0	12,0	16.56	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979173/fAstCal1.2/cichlid6979173.mem.crumble.cram
cichlid6979206	D27G06	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	3	0/0	33,0	0/0	23,0	16.29	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979206/fAstCal1.2/cichlid6979206.mem.crumble.cram
cichlid6979207	D27G07	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	3	0/0	20,0	0/0	17,0	15.91	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979207/fAstCal1.2/cichlid6979207.mem.crumble.cram
cichlid6979208	D27G08	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	3	0/0	35,0	0/0	40,0	16.16	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979208/fAstCal1.2/cichlid6979208.mem.crumble.cram
cichlid6979209	D27G09	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	3	0/0	30,0	0/0	26,0	15.84	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979209/fAstCal1.2/cichlid6979209.mem.crumble.cram
cichlid6979210	D27G10	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	3	0/0	20,0	0/0	31,0	15.98	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979210/fAstCal1.2/cichlid6979210.mem.crumble.cram
cichlid6979211	D27H01	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	3	0/0	16,0	0/0	28,0	17.59	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979211/fAstCal1.2/cichlid6979211.mem.crumble.cram
cichlid6979213	D27H03	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	3	0/0	23,0	0/0	29,0	15.98	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979213/fAstCal1.2/cichlid6979213.mem.crumble.cram
cichlid6979216	D27H06	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	3	0/0	18,0	0/0	21,0	15.11	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979216/fAstCal1.2/cichlid6979216.mem.crumble.cram
cichlid6979217	D27H07	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	3	0/0	31,0	0/0	21,0	15.87	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979217/fAstCal1.2/cichlid6979217.mem.crumble.cram
cichlid6979218	D27H08	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	3	0/0	22,0	0/0	33,0	16.53	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979218/fAstCal1.2/cichlid6979218.mem.crumble.cram
cichlid6979221	D27I01	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	3	0/0	27,0	0/0	26,0	18.72	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979221/fAstCal1.2/cichlid6979221.mem.crumble.cram
cichlid6979226	D27I06	Maylandia	zebra	Mbuna	Cape Maclear	Thumbi West	NA	3	0/0	21,0	0/0	28,0	13.55	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/Malawi_cichlids_2017/cichlid6979226/fAstCal1.2/cichlid6979226.mem.crumble.cram
CICHM16429644	D09A07	Maylandia	zebra	Mbuna	Chiofu	NA	F	2	0/0	60,0	0/0	12,0	29.88	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429644/fAstCal1.2/CICHM16429644.mem.crumble.cram
CICHM16429632	D08J02	Maylandia	zebra	Mbuna	Chiofu	NA	M	2	0/0	51,0	0/0	45,0	34.87	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429632/fAstCal1.2/CICHM16429632.mem.crumble.cram
CICHM16429633	D08J03	Maylandia	zebra	Mbuna	Chiofu	NA	M	2	0/0	47,0	0/0	37,0	35	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429633/fAstCal1.2/CICHM16429633.mem.crumble.cram
CICHM16429634	D10B06	Maylandia	zebra	Mbuna	Chiofu	NA	M	2	0/0	49,0	0/0	24,0	34.36	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429634/fAstCal1.2/CICHM16429634.mem.crumble.cram
CICHM16429631	D08G06	Maylandia	zebra	Mbuna	Chiofu	south rocks	M	2	0/0	52,0	0/0	25,0	36.98	/rds/rds-durbin-group-8b3VcZwY7rY/projects/cichlid/alignments/IHTP_MWGS_Cichlid_Malawi_2016_batch_1/CICHM16429631/fAstCal1.2/CICHM16429631.mem.crumble.cram
